title,datetime,url,content,source
《法学家》杂志进入世界学术影响力Q1区期刊行列,2019-11-01,http://mp.weixin.qq.com/s?__biz=MzA3NTAwMDAxMA==&amp;mid=2652076962&amp;idx=1&amp;sn=280fc516b53bd1b76e6fec38369c54c0&amp;chksm=8490ea07b3e7631124fa28b9c606823c0b78a0e0fa9e999806683d1c25da5d9ed68ac5f5dad5&amp;scene=27#wechat_redirect,"
日前，在中国期刊协会、中国科学技术期刊编辑学会、中国高校科技期刊研究会、全国高等学校文科学报研究会、《中国学术期刊（光盘版）》电子杂志社有限公司联合召开的“2019中国学术期刊未来论坛”上，中国科学文献计量评价研究中心发布了《世界学术期刊影响力指数WAJCI年报（2019年版）》。《法学家》杂志进入世界学术影响力Q1区期刊行列。 《世界学术期刊影响力指数WAJCI年报（2019年版）》延续2018年提出的期刊综合评价指标WAJCI算法，并对同学科期刊降序排列，根据数量等分为4个区域。并遴选Q1（前25%）区内的期刊为“世界学术影响力Q1区期刊”（简称“WAJCI-Q1期刊”），遴选Q2（前25%-50%）区内的期刊为“世界学术影响力Q2区期刊”（简称“WAJCI-Q2期刊”）。1429种中国学术期刊与11659种海外学术期刊“同台竞技”结果显示，我国共有10种期刊的WAJCI指数进入世界前5%（科技5种、社科5种），126种期刊进入世界Q1区（科技89种、社科37种），288种期刊位列世界Q2区（科技193种、社科96种）。  法学类期刊共有6个刊物进入Q1区，分别是《中国法学》、《法学研究》、《法学》、《法律科学》、《中外法学》、《法学家》。另外还有9个刊物进入Q2区，分别是《清华法学》、《环球法律评论》、《法商研究》、《当代法学》、《法学评论》、《法制与社会发展》、《政法论坛》、《现代法学》、《比较法研究》。Q1区法学期刊 Q2区法学期刊   本期编辑：李颖指导老师：阎芳 孟晗 杨硕文章来源：《法学家杂志》微信公众号
",中国人民大学法学院
讣告|沉痛悼念中国人民大学法学院张正钊教授,2019-10-31,http://mp.weixin.qq.com/s?__biz=MzA3NTAwMDAxMA==&amp;mid=2652076936&amp;idx=1&amp;sn=79b0d2197bb1cd4363ac7becf666ff92&amp;chksm=8490ea2db3e7633b97d96730266a3a8b1cb823539cbf28ac48823bd3b6f1d03ee2117c4bd6d1&amp;scene=27#wechat_redirect,"
讣   告 中国共产党优秀党员，知名法学家，法学教育家，中国人民大学行政法学科的奠基人，中国人民大学法学院张正钊教授，因病于2019年10月29日在北京逝世，享年89岁。兹定于 2019年11月2日（星期六）上午10时在北京八宝山革命公墓文德厅举行遗体告别仪式。凡有关团体和个人致唁电、唁函，敬献花圈者，请与张正钊教授治丧委员会办公室联系。参加张正钊教授11月2日遗体告别仪式的各位师生，可在以下地点集体乘车前往：1. 校内9:00在明德楼东口电子显示屏处上车2. 世纪城9:00在时雨园东门，9:10在五区八号楼前上车张正钊教授治丧委员会2019年10月31日 附：张正钊教授治丧委员会 主   任：王利明副主任：王轶委    员：程雷  杜焕芳  高圣平  韩大元  胡锦光  李元起  莫于川  王贵松  王旭   杨建顺  杨东   阎芳  喻文光  张翔治丧委员会办公室主任：洪荞  李岸曰 联系电话：010-82509207   82509215传    真：010-62514365电子邮箱：zhangzhengzhao@163.com张正钊教授生平 中国共产党优秀党员，知名法学家，法学教育家，中国人民大学行政法学科的奠基人，中国人民大学法学院教授张正钊同志，于2019年10月29日在北京逝世，享年89岁。张正钊同志，1930年出生于江西省上饶县。1953年中国人民大学法律系研究生毕业，留校任教，历任助教、讲师、副教授、教授。自20世纪60年代开始，张正钊教授与其他同事们一道，创立了国家法理论体系、教学体系，较早地提出比较东欧国家宪法学体系。张正钊教授在担任中国人民大学法学研究所宪法行政法研究室主任期间，积极推动学科建设，提出富有创新的教学方案，致力于教材建设，培养了一批优秀人才。张正钊教授教学认真，工作勤勉，在苏联东欧国家宪法、中国行政法、比较行政法、部门行政法、人权理论研究等领域作出了开拓性贡献。张正钊教授主编了人大版使用至今的《行政法与行政诉讼法》教材，提出了外国行政法、比较行政法框架与基本范畴。1990年，他主编出版了《外国行政法概论》，这是新中国第一本外国行政法教科书，填补了外国行政法教材的空白。1992年，他与许崇德教授共同主编出版的《人权思想与人权立法》是国内第一个关于人权理论与实践的国家社会科学基金项目研究成果，是新中国较早研究人权的著作之一。1994年，他主编出版了《中外许可证制度的理论与实务》，这是国内首部对中外许可制度进行学术探讨的著作。1996年，他主编了《国家赔偿制度研究》《中华人民共和国行政处罚法实务全书》。1998年他和韩大元教授共同主编了《比较行政法》，提出比较行政法的体系与方法论。2000年，他和李元起教授共同主编的《部门行政法研究》，将部门行政法作为一个整体进行综合研究，探讨部门行政法的共同特点和主要制度，将行政法总论与各论有机衔接，开创了部门行政法研究领域。张正钊教授是新中国宪法与行政法治发展的亲历者和推动者。张正钊教授是一位可敬的长者，他为人正直善良，和蔼可亲，对待工作严谨认真，谦虚谨慎，勇于学术创新，坚持以学生为本，提携关爱后辈，终生关爱家人。张正钊教授的逝世是中国人民大学法学院的重大损失！我们沉痛哀悼！张正钊先生千古！
",中国人民大学法学院
头条︱人大法学院成功主办“文化遗产法前沿问题国际学术研讨会”,2019-10-30,http://mp.weixin.qq.com/s?__biz=MzA3NTAwMDAxMA==&amp;mid=2652076908&amp;idx=1&amp;sn=9c9b9dd86bcc96c62dbd4f2b1ff89a19&amp;chksm=8490eac9b3e763df8863af377a95dea4977948eaae3edf949f13701a0e6457798c2b8936fb18&amp;scene=27#wechat_redirect,"
2019年10月24日-25日，“文化遗产法前沿问题国际学术研讨会”在中国人民大学隆重举行。本次研讨会由我院主办，曾宪义法学教育和法律文化基金会协办。来自全国人大、国家文物局、法国图卢兹大学、法国商博良大学、英国肯特大学、澳大利亚悉尼科技大学、波兰奥波莱大学、韩国首尔国立大学、中国人民大学、清华大学、华东政法大学、武汉大学、厦门大学、澳门科技大学、台湾政治大学、台湾东华大学、台湾成功大学以及故宫博物院、中国国家博物馆等单位的六十余位专家学者参加了本次会议。人民日报、光明日报、中国日报等媒体代表也出席了会议。我院二十余名师生共同参加了本次会议。研讨会开幕式由中国人民大学法学院文化遗产法研究所所长王云霞教授主持。中国人民大学常务副校长王利明教授对前来参会的国内外各位专家学者致以热烈欢迎，他指出，本次会议为国内外关注文化遗产法教学科研的机构和人员提供了一个有益的交流与合作平台，期望各国学者和文化遗产从业者能集思广益、群策群力，解决围绕文化遗产的管理、保护和利用所产生的诸多法律问题，促进文化遗产法学理论和制度的完善。国家文物局博物馆和社会文物司副司长邓超在致辞中向致力于文物追索和返还有关研究的专家学者表示敬意和感谢，希望参会专家以联系的、辩证的、发展的眼光，从理论探讨、程序和案例研究等广泛的视角对文物返还问题进行深入探讨，共同推动构建更为公平、公正、合理的流失文物追索返还国际法律秩序。法国图卢兹大学法学院弗洛朗•卡尼尔（Florent Garnier）教授向会议的主办方中国人民大学表示感谢，他指出本次研讨会所讨论的主题与各国当前遇到的具体问题息息相关，会议上深入的讨论与交流将带来新的合作机会。我院党委常务副书记、副院长杜焕芳教授介绍了法学院主办本次研讨会的背景和初衷，认为本次会议的召开有利于打破学科的壁垒，促进文化遗产法学科的成长和文化遗产事业的发展。本次会议由“人大-图卢兹大学-悉尼科技大学-肯特大学四校文化遗产法论坛”的第一次会议和“第六届中法文化遗产法研讨会”两个部分组成。24日四校论坛的议题为“19世纪到20世纪中叶殖民统治或外国侵略所致流失文物返还的法律和政策”。与会代表就 “文物返还的法理争议”“殖民地文物返还问题”“二战期间亚洲和欧洲被掠文物和艺术品返还问题”以及“促进文物返还的多元化途径和经验”等问题进行了深入交流。就战争和殖民地被掠文物追索与返还的正当性、软法和多元纠纷解决机制在解决战争和殖民掠夺文物返还争议中的积极作用达成了共识。25日研讨主题为“中法文化遗产法的发展趋势”，围绕“知识产权保护与文化遗产利用与传承的关系”“可持续发展目标下文化遗产法制更新”“城市发展和环境保护与文化遗产保护的法制应对”“文化遗产保护的金融措施”等具体议题展开。与会代表就对知识产权制度在文化遗产保护中的作用、文物合理利用问题、文化遗产的金融保障措施等中、法等国文化遗产保护实践和法制更新的过程共同关心的热点问题，展开了广泛研讨。   王云霞教授在总结发言中，指出本届会议与往届“中法文化遗产法”研讨会相比，参与国家更多、规模更大，讨论和交流更加广泛和深入，许多新面孔加入到文化遗产法的研究队伍令人振奋，这些青年才俊是文化遗产法学研究的新生力量，是我国文化遗产法制建设和文化遗产法学科发展的希望。“中法文化遗产法研讨会”是由我院与法国奥弗涅大学法学院于2011年发起的系列学术会议，每年轮流在中国和法国召开，迄今已成功举办五届，成为文化遗产法领域的重要学术品牌。在此基础上，我院进一步扩展文化遗产法学科国际交流的广度和深度，与图卢兹大学、悉尼科技大学、肯特大学共同发起“四校文化遗产法论坛”，将轮流在四校召开研讨会，以期吸引更多国内外文化遗产保护和法学领域的学者、青年学子及从业者者关注文化遗产法的理论和实践问题，促进我国文化遗产法学科建设，并为中国更好地融入文化遗产保护国际法律秩序提供助力和参考。24日开幕式前，王利明副校长亲切会见所有参会的国外嘉宾和我国澳门、台湾同胞。25日中午，副院长程雷教授会见图卢兹大学、悉尼科技大学、肯特大学等合作院校代表，就如何以四校论坛为平台，进一步扩大和深化合作，进行了深入探讨。本期编辑：张裕指导老师：阎芳 孟晗文章来源：http://www.law.ruc.edu.cn/
",中国人民大学法学院
动态︱跨境交易与跨境合规高峰论坛在京举行,2019-10-30,http://mp.weixin.qq.com/s?__biz=MzA3NTAwMDAxMA==&amp;mid=2652076908&amp;idx=2&amp;sn=87463bc905d9919170aac9e2e2d39b90&amp;chksm=8490eac9b3e763df42add53549d7ff37328fe5e8399ede364243ca8b155aa487c440c5c2717b&amp;scene=27#wechat_redirect,"
10月19日，由中国法学会律师法学研究会、中国人民大学国际商事争端预防与解决研究院、中世律所联盟、北京卓纬律师事务所举办的“跨境交易与跨境合规高峰论坛”在北京举行。本次高峰论坛以“跨境交易与跨境合规”为主题，邀请了来自最高人民法院、中华全国律师协会、中国贸促会、中国人民大学、北京师范大学、北京仲裁委、中国国际经济贸易仲裁委员会等机构的演讲嘉宾，围绕跨境交易、跨境合规、跨境争议解决三大主题展开深入交流。   本次高峰论坛还以跨境交易、跨境合规、跨境争议解决为主题分设三个分论坛，与会专家学者发表了精彩讨论。中国人民大学国际商事争端预防与解决研究院执行院长韩立余教授就《持有体系与跨境交易》一题，以港股通为例讲授了跨境证券交易的过程、主体、特点、争端法律适用及证券持有体系。北京师范大学法学院廖诗评副教授分析了域外管辖、长臂管辖和国内法域外适用的含义及其实践，以及相对的救济和反制措施，并从企业内部制度建立的角度分享了如何防控国际贸易合规风险。中国人民大学法学院邓矜婷副教授以《个人信息保护的跨境合规》为题，分享了当下数据合规中的热点问题——个人信息保护在不同国家和地区的监管措施以及中国企业的应对要点。中国人民大学法学院助理教授、中国人民大学国际商事争端预防与解决研究院副秘书长吴至诚介绍了“一带一路”中信托纠纷的产生可以运用仲裁解决，并就仲裁解决仲裁纠纷的优势、困境及缓和困境的方法进行了深入分析。此外，参会的其他行业专家也发表了贴合实际、内容丰富的演讲。   本次论坛还吸引了学界、实务界、企业界、金融界、新闻媒体等近200多名嘉宾参会。本期编辑：张裕指导老师：阎芳 孟晗文章来源：人民网 中国律师公众号图片来源：中国律师公众号
",中国人民大学法学院
聚焦︱我院竺效教授获第一届阿里巴巴“撷英青年环境资源法学优秀人才奖”（教学奖）一等奖,2019-10-30,http://mp.weixin.qq.com/s?__biz=MzA3NTAwMDAxMA==&amp;mid=2652076908&amp;idx=3&amp;sn=6e8dfb5535549a31fe539465ff0e9e3e&amp;chksm=8490eac9b3e763df4c040fa48d3ac5b66e589e3aee23337e5569fd52d397dbd2bdb1de6aedf7&amp;scene=27#wechat_redirect,"
2019年10月27日上午，第一届阿里巴巴“撷英青年环境资源法学优秀人才奖”颁奖仪式在海口举行。我院竺效教授获第一届阿里巴巴“撷英青年环境资源法学优秀人才奖”（教学奖）一等奖：教学综合最佳奖。   阿里巴巴“撷英青年环境资源法学优秀人才奖”由阿里巴巴公益基金会捐资设立，第一届共颁发一等奖（教学综合最佳奖）1名；二等奖3名，分别为教学成果奖、教学效果奖和教学方法奖。   根据该奖项《评奖办法》的相关规定，中国法学会环境资源法学研究会于2019年4月19日发布申报通知。5月16日至6月12日进行的第一轮书面资料评审，组委会邀请了三组共21位专家分别从形式审查、教学业绩、教研业绩三个角度进行了匿名评审和评分。8月17日进行了第二轮评审，即在当日举行的第一届“阿里巴巴青年环境法学者论坛”的特别演讲环节，由各位申报人进行了现场演讲，经由6位特邀专家和中国法学会环境资源法学研究会教学研究专业委员会委员共18人进行现场评分和评议。最终根据两轮评审的总得分排名，确定前四名授予相应奖项。 颁奖仪式上，中国法学会环境资源法学研究会副会长、原中国法学会环境资源法学研究会教学研究专委会主任委员、中国人民大学法学院周珂教授和中国法学会环境资源法学研究会副会长、中国法学会环境资源法学研究会教学研究专委会主任委员、北京大学法学院汪劲教授分别为一等奖和二等奖获得者颁奖。 本期编辑：张裕指导老师：阎芳 孟晗文章来源：http://www.law.ruc.edu.cn/
",中国人民大学法学院
公告︱2019年度江平民商法奖学金评选办法,2019-10-30,http://mp.weixin.qq.com/s?__biz=MzA3NTAwMDAxMA==&amp;mid=2652076908&amp;idx=4&amp;sn=78b53773544c9ce97992d05670883fe7&amp;chksm=8490eac9b3e763df71bac979b634f1d9bcd0b90c60587c41ccfe6013f6da50b5a0dd30a6f7b6&amp;scene=27#wechat_redirect,"
一、江平民商法奖学金简介   江平法学基金是著名法学家江平教授和王泽鉴教授捐赠发起设立的旨在奖励优秀学生、扶持学术发展的法学基金。为奖励在民商法学习方面成绩突出的优秀学生，江平法学基金特设立江平民商法奖学金。现根据江平法学基金章程，制定2019年度江平民商法奖学金中国人民大学法学院评选办法。二、奖项设置   2019年度江平民商法奖学金名额为32名，每名奖金10000元。其中，中国人民大学法学院为2名。三、申请资格   （一）本科生：面向三年级、四年级本科生。完成本科生培养方案要求的《民法总论》《物权法》《债与合同法》《商法》四门必修课程学习，且成绩均在85分以上（含85分）的或其中三门课程成绩均在90分以上（含90分）的，可以申请。如在公开出版物上发表民商法学文章，由评定小组认定后，可酌情降低要求。   （二）硕士研究生：提交一篇民商法学术论文，在公开出版物上发表的优先。   （三）曾获得江平民商法奖学金（不含鼓励奖）的同学不可以申请。四、申请程序   请于11月1日15：00前提交江平民商法奖学金纸质申请表1份（“阅读原文”获取附件）,并附教务部门盖章确认后的成绩单1份至明德法学楼617办公室。五、遴选程序   第一轮笔试以客观题为主要题型，与中国政法大学初试内容相同，考试范围覆盖民商法课程的基本内容，时间初定为11月上旬；第二轮面试。其中，硕士生论文经匿名评审后，结合笔试成绩，确定面试名单。六、其他   法学院组成评定小组，根据考评结果评选出2019年度江平民商法学奖学金获奖学生。名单经公示无异议，报江平民商法学基金会审定。中国人民大学法学院2019年10月28日本期编辑：张裕指导老师：阎芳 孟晗文章来源：http://www.law.ruc.edu.cn/
",中国人民大学法学院
头条 | 人大法学院师生党支部集中开展“不忘初心、牢记使命”主题教育活动,2019-10-23,http://mp.weixin.qq.com/s?__biz=MzA3NTAwMDAxMA==&amp;mid=2652076896&amp;idx=1&amp;sn=db8bb6978ca332766c09d0511a4cf26a&amp;chksm=8490eac5b3e763d3a6c75bb144a6c2dd75629293b18aba2fc285f4e34859fa75c10010e31981&amp;scene=27#wechat_redirect,"
根据《中共中央关于在全党开展“不忘初心、牢记使命”主题教育的意见》和习近平总书记在“不忘初心、牢记使命”主题教育工作会议上的重要讲话精神，按照校党委有关部署，我院党委组织基层各教师党支部和各学生党支部开展“不忘初心、牢记使命”为主题的学习教育活动。10月9日下午，各支部按照学院党委统一部署，集中开展固定主题党日活动。各教师党支部以《习近平新时代中国特色社会主义思想学习纲要》《习近平关于“不忘初心、牢记使命”论述摘编》等材料为学习指南，围绕为党育人、为国育才，紧扣立德树人根本任务，读原文、悟原理，深刻领会习近平总书记关于教育工作的重要讲话和重要精神，对标要求寻找自身在行政、教学工作中的不足，进行热烈的讨论和深刻的自我批评，新老党员互相发表学习感悟和交流学习心得，一致认为要不忘初心、牢记使命，继续以共产党员的责任和担当为国家法治事业培养人才。    各学生党支部也紧扣学习主题，综合运用微视频平台、“学习强国”、电影片段播放等多种创新平台和形式，生动展示了新中国成立七十周年以来取得的巨大成就，使各位学生党员充分认识到我们党在各个重要历史时期历经风雨但不忘使命，始终保持同人民群众血肉联系的正确抉择。各位党员通过聆听支部书记的党课讲解、诵读习近平总书记论述摘编、发表学习感想等，进一步坚定了始终保持奋斗精神和革命精神，努力为中国法治建设添砖加瓦的信心和决心。       开展“不忘初心、牢记使命”主题教育是以习近平同志为核心的党中央统揽伟大斗争、伟大工程、伟大事业、伟大梦想作出的重大部署。我院党委在基层党建中始终围绕党中央决策，充分落实校党委部署，坚持“不忘初心，牢记使命”主题学习常态化、制度化建设，引导广大党员同志广泛参与、深度学习，在学习实践中找差距不足，形成了学习领悟习近平新时代中国特色社会主义思想的热潮。本次主题教育活动的开展也将激励我们继续开拓进取、革故鼎新，巩固和发扬党的基层组织坚实的战斗堡垒作用和先锋模范作用。   本期编辑：李颖指导老师：阎芳 孟晗文章来源：http://www.law.ruc.edu.cn
",中国人民大学法学院
聚焦︱李琛教授关于教育未来的倡议被收入联合国教科文组织主编的《从联合国教科文组织教席的视角看教育未来》一书,2019-10-23,http://mp.weixin.qq.com/s?__biz=MzA3NTAwMDAxMA==&amp;mid=2652076896&amp;idx=2&amp;sn=a5764b065636fb382c7dd1d4ba9fd039&amp;chksm=8490eac5b3e763d36dbbf890706236ea382202dd9b2e809c68f473b1068345087b2984bb1ba8&amp;scene=27#wechat_redirect,"
2019年6月，联合国教科文组织为了推进关于新的全球教育未来的项目，向该组织设立的全体教席和姊妹大学（UNITWIN）计划的合作机构征集关于教育未来的倡议，并从中遴选一部分结集出版。10月17日，联合国教科文组织致函我院版权与邻接权教席，确认李琛教授提交的《未来教育的重点：人文与创造性》一文入选，将被收入《从联合国教科文组织教席的视角看教育未来》一书，预计今年年底分别以英语和法语出版。此次征文的遴选比例为1比5。附来函节选：Dear Li Chen,   Thank you for your submission in response to UNESCO’s call for contributions on the futures of education.    We received a large number of submissions on a range of themes from all regions of the world. Only one in five submissions has been retained for publication. We are pleased to confirm that your think piece has been accepted for publication.    The book, provisionally entitled Perspectives from UNESCO Chairs on the Futures of Education will set the tone for the first meeting of the International Commission to be held in January 2020. The Futures of Education initiative was launched last week on 25 September 2019 during the United Nations General Assembly in New York –details on the initiative are available on the website: https://en.unesco.org/futuresofeducation/   本期编辑：李颖指导老师：阎芳 孟晗文章来源：http://www.law.ruc.edu.cn
",中国人民大学法学院
观点︱林嘉：回应信息时代的新问题 在技术进步中更好保护劳动者权利,2019-10-23,http://mp.weixin.qq.com/s?__biz=MzA3NTAwMDAxMA==&amp;mid=2652076896&amp;idx=3&amp;sn=9ab557a5d3c27261a8398751d25b1663&amp;chksm=8490eac5b3e763d302f95322e805b43faf44e26dccbfe6396296cbc10ce48cb8228ebeddb78e&amp;scene=27#wechat_redirect,"
信息革命带来生产力又一次飞跃，数字经济、共享经济等新的产业形态和商业模式不断涌现。信息技术在推动生产力快速发展的同时，也引发人们对个人权益保护的担忧。在劳动法领域，人们担忧最多的是大数据、人工智能的广泛应用，是否会对劳动权、劳动就业、劳动者隐私权等造成侵害。如何实现信息技术发展与劳动者权利保护的共赢，需要在法律层面进行思考和回应。　　最常被人们关注的问题是，机器人会取代人吗？人工智能可以极大补充人的智能，并具有学习能力。现在，机器人已经开始大量应用于传统劳动密集型产业、专业技术领域以及企业和政府管理之中。人们看到，除了传统体力劳动岗位，银行柜员、金融分析师、会计师、翻译等智力劳动岗位也受到影响。如果这些工作岗位被大量替代，会不会导致大量劳动人员失业？人工智能不是人的智能，但可能像人一样学会思维，并在许多方面超过人的智能。当机器人获得人类的思维能力并实际参与劳动过程时，它是否也会成为劳动法律关系的一方？人工智能也给劳动伦理带来新挑战。　　大数据技术让信息收集变得简单快捷，劳动者个人信息更容易被收集，这是否会造成对劳动者隐私权的侵犯值得关注。近年来互联网平台大量出现，依附于平台就业的劳动者规模迅猛增长，网约车司机、外卖小哥、闪送员等随处可见。这种新型就业模式提供了新的劳动机会，缓解了就业压力。但劳动者与平台之间能否被认定为劳动关系，他们的劳动权、社会保障权如何实现？新平台就业人员的劳动权利保护也需要得到法律的关注。　　信息时代产生的这些问题需要劳动法作出回应和调整。如果人工智能替代人的劳动这一趋势无法改变，我们应更多关注被机器替代的劳动者的权益保护问题。一方面，企业应严格遵守解雇的法律程序，给劳动者支付必要的补偿金，对于不能解雇的员工应进行适当的工作安排。另一方面，企业和政府应加强对劳动者的职业培训，促进职业转换，使劳动者顺利实现再就业。关于人工智能能不能成为劳动法律关系主体这一问题，不少学者认为机器人虽具有相当智性，但不具备人之心性和灵性，与具有人类智慧的自然人和自然人集合体是不能简单等同的。　　劳动者的隐私权、个人信息权是人格权的重要内容，理应受到法律保护。用人单位即使为了管理便利，也应给予劳动者一定的隐私空间。用人单位收集劳动者信息必须基于正当理由，对信息负有保密义务。应实行知情同意原则，对敏感信息收集、使用进行严格限制。　　相对于传统劳动关系，网络平台用工形式出现不少新特点。传统劳动关系的认定主要基于从属性判断，即判断劳动者与用人单位是否具有人格从属、经济从属和组织从属关系。但是在网络平台上，劳动者与平台之间的从属关系变得虚化，因而难以用传统从属性标准对其作出明确判断。对于这些新变化，可以不拘泥于传统劳动关系认定标准，制定专门规范网络平台用工的法律法规。比如，规定最高工作时间限制、最低小时工资保障、必要安全保护措施，建立适合网络平台劳动者的集体组织、社会保险等制度，既促进新经济、新业态发展，也最大限度降低侵权风险，更好保护劳动者权益。（本文来源于《人民日报》2019年07月05日09 版）  本期编辑：李颖指导老师：阎芳 孟晗文章来源：http://www.law.ruc.edu.cn
",中国人民大学法学院
公告︱文化遗产法前沿问题国际学术研讨会议程,2019-10-23,http://mp.weixin.qq.com/s?__biz=MzA3NTAwMDAxMA==&amp;mid=2652076896&amp;idx=4&amp;sn=831da714c4478c402a9f61f43a26461d&amp;chksm=8490eac5b3e763d371641ec39e1f7fb8807ea08de135ce474dcb945de9003c5fbd4b3cffb4aa&amp;scene=27#wechat_redirect,"
时间：2019年10月24-25日地点：北京•中国人民大学法学院601会议室 09:00-09:40 开幕式、合影 中国人民大学常务副校长王利明致辞 国家文物局博物馆与社会文物司司长罗静致辞 法国图卢兹大学Florent GARNIER教授致辞 中国人民大学法学院副院长杜焕芳致辞 24日议题      “19世纪到20世纪中叶殖民统治或外国侵略所致流失文物返还的法律和政策” 09:40-11:00 文物返还的法理争议主持人：朱兵（全国人大教科文卫委员会文化室前主任）评议人：郭玉军（武汉大学法学院教授）发言人： Piotr STEC（奥波莱大学法律与行政学院教授、院长）：纠正（文化）错误总是正确的吗？——文物返还的限度 Alicja JAGIELSKA-BURDUK（奥波莱大学法律与行政学院助理教授，联合国教科文组织文化财产法教席主持人）：文化遗产的损失——回应型法律范式 许耀明（台湾政治大学法学院教授）：文化遗产的全球治理：寻求文化财产贸易与其适当归还间的平衡之道 11:00-11:10 茶歇11:10-12:30 殖民地文物返还问题主持人：何戍中（国家文物局政策法规司巡视员）评议人：李根宽（韩国首尔国立大学法学院教授）发言人： Ana Filipa VRDOLJAK（悉尼科技大学法学院教授，联合国教科文组织国际法和文化遗产教席主持人）：国际法、去殖民化与文化遗产：作为过程的文物返还 Florent GARNIER（图卢兹大学法学院教授，图卢兹法律和政治思想史研究中心主任）：归还流失的文化财产：尚未解决的遗产问题与有待发现的法律治道 Sophie VIGNERON（肯特大学法学院教授）：法国和英国人体遗骸返还政策之“权威性遗产话语”审视 12:30-14:00 午餐 14:00-15:50 二战期间亚洲和欧洲被掠文物和艺术品返还问题主持人：石佳友（中国人民大学法学院教授）评议人：蔡志伟（台湾东华大学法学院副教授）发言人： Matthieu POUMAREDE（图卢兹大学法学院教授，城市规划、建筑与环境法学研究所所长）：列入“二战德国归还艺术品名录”中的艺术品：从公共财产到有待归还的持有 李玉雪（重庆社科院法学与社会学研究所研究员）：二战流失文物回归争端解决法律问题研究 毕经纬（澳门科技大学法学院助理教授）：文物返还中的消灭时效问题研究——以“古利特”案为例 刘浩（中国国家博物馆、北京师范大学历史学院博士后）：中国对日本追索战时劫掠文物：以一个中国人的视角 张雅东（中国人民大学法学院博士生）：战争掠夺文化财产的国际习惯法变迁 15:50-16:00 茶歇 16:00-17:40 促进文物返还的多元化途径和经验 主持人：Ana Filipa VRDOLJAK教授 评议人：钟慧（厦门大学法学院助理教授）发言人： 李伟芳（华东政法大学国际法学院教授、院长）：促进文物返还的多元化途径探讨——以中国唐朝“昭陵两骏”为例 黄伟（武汉大学中国边界与海洋研究院副教授）：促进文化财产归还原有国或返还非法占有文化财产政府间委员会流失文物追索机制研究 余萌（中国政法大学国际法学院师资博士后）：中国海外流失文物回归途径的实证分析——以1949年至2018年案例的数据为基础 李源（中国人民大学法学院博士生）：中国对美国追索流失文物的途径研究 18:00 晚餐25日议题       “中法文化遗产法的发展趋势” 09:00-10:40 知识产权保护与文化遗产利用与传承的关系 主持人：李伟芳教授 评议人：金海军（中国人民大学法学院教授）发言人： Alexandra MENDOZA-CAMINADE（图卢兹大学副校长，法学院教授）：生物多样性保护与知识产权法的艰难衔接 谢银玲（上海对外经贸大学法学院兼任教授）：基于知识产权保护逻辑的文化遗产传承之研究 尹仑（云南省社会科学院民族文化保护与发展中心研究员）：中法遗传资源相关传统知识获取与惠益分享法律制度比较研究 唐海清（贵阳学院法学院教授）：民间文学艺术衍生作品著作权的认定及其权利边界——基于相关司法判例的思考 10：40-10：50 茶歇 10:50-12:15 可持续发展目标下文化遗产法制更新 主持人：Florent GARNIER教授 评议人：许耀明教授发言人： 蔡志伟（台湾东华大学法学院副教授）：自主治理与文化重构：台湾原住民族文化资产保护法制 王岩（武汉大学法学院博士生）：法国文化遗产保护的立法沿革、特点及其对中国的启示 胡姗辰（清华大学国家遗产中心博士后、中国人民大学法学博士）：可持续发展理念下文物利用问题的法律思考——以中法文化遗产法修订为视角 12:15-14:00 午餐 14:00-15:20 城市发展和环境保护与文化遗产保护的法制应对主持人：Alexandra MENDOZA-CAMINADE教授 评议人：赵智勇（华东政法大学讲师、法国奥弗涅大学法学博士）发言人： Pierre-Alain COLLOT（法国国立商博良大学公法学教授）：不可移动文化遗产的价值发挥与城市规划法：2016年7月关于创作自由、建筑和遗产的法律实施以来的一些改变 邓夏（青岛理工大学建筑系教师）：城市发展中不可移动文物活化再利用的法理问题 王毅（西北大学文化遗产学院博士研究生，浙江大学文化遗产研究院副研究员）：城市文化遗产保护政策现状与政策建议 15:20—15:30 茶歇15:30—17:30 文化遗产保护的金融措施主持人：Sophie VIGNERON教授评议人：田艳（中央民族大学法学院教授）发言人： 陈思廷（台湾成功大学法学院副教授）：建立文化资产信托法制—台湾地区经验分享 常鑫（西北政法大学经济法学院讲师）：不可移动文化遗产保险初探 张舜玺（湖州师范学院助理研究员）：文化遗产保护利用资金机制的困境与改革 张蕊（中国人民大学法学院博士生、宁夏大学讲师）：中国文化遗产慈善信托制度的分析与展望 Izabel Vicente IZIDORO DANOBREGA（巴西帕拉伊巴联邦大学法学硕士）：法国和巴西审计法院对文化遗产的保护和促进 17:30—17:45 会议总结发言: 王云霞（中国人民大学法学院教授，文化遗产法研究所所长） 18：00 晚餐特别提醒： 每位主题发言人发言时间为15分钟 每位评议人评议时间为10分钟 每节自由讨论25-30分钟  本期编辑：李颖指导老师：阎芳 孟晗文章来源：http://www.law.ruc.edu.cn
",中国人民大学法学院
