,datetime,source,url,title,content
10,日期： 2014-12-03,phi.ruc.edu.cn,http://phi.ruc.edu.cn/Index/news_cont/id/3912.html,比较哲学方法论研讨会暨中国比较哲学学会筹备会在我校召开,2014年11月30日，“比较哲学方法论研讨会暨中国比较哲学学会筹备会”在中国人民大学哲学院召开。“比较哲学学会”是在“中国哲学史学会”之下的二级学会，由中国人民大学哲学院提议申请，得到中国哲学史学会的批准而成立。参与此次会议的著名专家学者有：中国人民大学哲学院院长姚新中教授、复旦大学哲学学院院长孙向晨教授、武汉大学哲学学院院长吴根友教授、东南大学哲学系主任田海平教授、中国人民大学哲学院副院长温海明教授、北京大学哲学系副主任吴飞教授、武汉大学哲学学院副院长郝长墀教授、山东大学儒学高等研究院副院长黄玉顺教授、山东大学哲学系张祥龙教授、中国人民大学哲学院林美茂教授、清华大学哲学系贝淡宁（Daniel Bell）教授、清华大学哲学系唐文明教授、北京师范大学哲学系王成兵教授、复旦大学哲学系白彤东教授、南京大学哲学系李成贵教授、四川大学哲学系麻尧宾教授及伦敦国王学院博士生洪澄等。
11,日期： 2020-06-02,phi.ruc.edu.cn,http://phi.ruc.edu.cn/Index/news_cont/id/6036.html,哲学院关于2020年五粮液教育基金奖学金、  阳光创业奖学金评审工作的方案和通知,哲学院关于2020年五粮液教育基金奖学金、
12,日期： 2019-06-05,phi.ruc.edu.cn,http://phi.ruc.edu.cn/Index/news_cont/id/5606.html,哲学院关于2019届毕业生合影、2019年学位授予仪式、2019届毕业生欢送会安排的通知,哲学院2019届全体毕业生：
13,日期： 2016-11-17,phi.ruc.edu.cn,http://phi.ruc.edu.cn/Index/news_cont/id/3791.html,茶席边的智慧——2016中外哲学家茶会纪实,2016年11月10日下午4时，以“茶席边的智慧——2016中外哲学家茶会”为主题的人文茶会在大益茶文化中心皇茶厅举行。茶会由中国人民大学哲学院、中国人民大学茶道哲学研究所主办，大益茶道院、大益益友会承办。本次茶会是“人大哲学60年”纪念周系列活动的组成部分，旨在传播中国茶道文化知识，弘扬中国茶道艺术，在品鉴普洱茶的过程中，体验健康优雅的中式生活方式，感受茶道哲学的深刻魅力。
14,日期： 2018-06-06,phi.ruc.edu.cn,http://phi.ruc.edu.cn/Index/news_cont/id/5240.html,会议预告 |《海德格尔文集》(30卷)发布会暨海德格尔与未来哲学学术研讨会,会议日程
15,日期： 2018-10-12,phi.ruc.edu.cn,http://phi.ruc.edu.cn/Index/news_cont/id/5396.html,罗骞：建构性政治与中国道路的建构性特征,政治哲学中始终存在实然与应然之间的张力。仅仅在与描述性相对的规范性意义上理解政治哲学，实在是误解了政治哲学的本质，当然也误解了政治实践的本质。政治哲学关于政治的阐释应该是事实性与价值性、描述性与规范性的统一。正是这种对立统一的张力推动着政治实践和政治概念相互促进的历史发展。政治哲学讨论的政治概念并不是现实政治的图像，也不是与现实无涉的应然观念。它不仅仅是对现实政治的“反映”，而且是超越现实政治的“预期”。在这个意义上，政治哲学的立论基础既不是实然，也不是应然，而是作为二者统一的“能然”，即事实上可行而且价值上应该的观念建构，既要把握政治客观状况又要以应然的观念建构规定政治实践的发展方向。政治哲学提供的不是与实践活动无关的绝对真理，而是历史性的实践真理。因此，政治哲学的基本观念本身在历史实践中不断的发展变化。
16,日期： 2016-03-04,phi.ruc.edu.cn,http://phi.ruc.edu.cn/Index/news_cont/id/3987.html,陈先达：做坚定的马克思主义理论工作者,
17,日期： 2011-03-14,phi.ruc.edu.cn,http://phi.ruc.edu.cn/Index/news_cont/id/3220.html,2011年度教育部人文社科一般项目申报通知,一、项目类别及资助额度
18,日期： 2020-04-03,phi.ruc.edu.cn,http://phi.ruc.edu.cn/Index/news_cont/id/5936.html,郭清香: 疫情之下的生命抉择与生死反思,
19,日期： 2010-05-05,phi.ruc.edu.cn,http://phi.ruc.edu.cn/Index/news_cont/id/4474.html,西南旱情 哲学学子随笔,西南旱情
20,日期： 2011-02-14,phi.ruc.edu.cn,http://phi.ruc.edu.cn/Index/news_cont/id/850.html,哲学院在周口建立教学实习基地,
21,日期： 2019-10-31,phi.ruc.edu.cn,http://phi.ruc.edu.cn/Index/news_cont/id/5765.html,哲学院领导班子成员举办“不忘初心，牢记使命”主题教育专题党课,10月30日下午，中国人民大学哲学院领导班子成员赴老校区，举办“不忘初心、牢记使命”主题教育专题党课，哲学院党委书记、副院长徐飞，党委副书记、院长郝立新，副院长王宇洁主讲党课。哲学院党委委员，师生党支部书记代表，党员代表等参加学习。学校第一指导组成员曹吉星到场指导。
22,日期： 2010-09-27,phi.ruc.edu.cn,http://phi.ruc.edu.cn/Index/news_cont/id/1101.html,哲学院本科新生入党培训大会顺利召开,哲学院本科新生入党培训大会顺利召开
23,日期： 2011-03-13,phi.ruc.edu.cn,http://phi.ruc.edu.cn/Index/news_cont/id/259.html,中国人民大学宗教学术发展基金章程,中国人民大学宗教学术发展基金
24,日期： 2012-04-05,phi.ruc.edu.cn,http://phi.ruc.edu.cn/Index/news_cont/id/817.html,哲学院第五届研究生羽毛球比赛成功举行,
